"Position","Name","Salary","GameInfo","AvgPointsPerGame","Team","Opponent","Projection","Projection_dfn","Actual_fpts"
"PF","Joel Bolomboy",3000,"MIL@HOU 12/16/2017 08:00PM ET",3.5,"MIL","HOU",0,0,0
"SG","Sterling Brown",3000,"MIL@HOU 12/16/2017 08:00PM ET",4.45,"MIL","HOU",0,0,12.5
"PG","Demetrius Jackson",3000,"MIL@HOU 12/16/2017 08:00PM ET",2.854,"HOU","MIL",0,0,0
"PG","Briante Weber",3000,"MIL@HOU 12/16/2017 08:00PM ET",1.688,"HOU","MIL",0,0,0
"SG","Troy Williams",3000,"MIL@HOU 12/16/2017 08:00PM ET",3.25,"HOU","MIL",0,0,0
"PF/C","Chinanu Onuaku",3000,"MIL@HOU 12/16/2017 08:00PM ET",0,"HOU","MIL",0,0,0
"PG/SG","Patrick Beverley",3000,"LAC@MIA 12/16/2017 08:00PM ET",25.977,"LAC","MIA",0,0,0
"C","Willie Reed",3000,"LAC@MIA 12/16/2017 08:00PM ET",10.345,"LAC","MIA",0,0,0
"SG","CJ Williams",3000,"LAC@MIA 12/16/2017 08:00PM ET",6.808,"LAC","MIA",0,13.6,13.5
"SF/PF","Jamil Wilson",3000,"LAC@MIA 12/16/2017 08:00PM ET",8.406,"LAC","MIA",0,15.1,17.5
"PF/C","Jordan Mickey",3000,"LAC@MIA 12/16/2017 08:00PM ET",7.375,"MIA","LAC",0,0,27
"PF/C","Brice Johnson",3000,"LAC@MIA 12/16/2017 08:00PM ET",5.542,"LAC","MIA",0,0,0
"SF/PF","Okaro White",3000,"LAC@MIA 12/16/2017 08:00PM ET",8.45,"MIA","LAC",0,0,0
"SG/SF","Rodney McGruder",3000,"LAC@MIA 12/16/2017 08:00PM ET",0,"MIA","LAC",0,0,0
"PG/SG","Derrick Walton",3000,"LAC@MIA 12/16/2017 08:00PM ET",1.417,"MIA","LAC",0,0,0
"SG","Matt Williams",3000,"LAC@MIA 12/16/2017 08:00PM ET",0,"MIA","LAC",0,0,0
"PF/C","Udonis Haslem",3000,"LAC@MIA 12/16/2017 08:00PM ET",2.083,"MIA","LAC",0,0,0
"C","AJ Hammons",3000,"LAC@MIA 12/16/2017 08:00PM ET",0,"MIA","LAC",0,0,0
"PG/SG","Isaiah Canaan",3000,"PHO@MIN 12/16/2017 08:00PM ET",1.25,"PHO","MIN",0,0,30.25
"SG/SF","Danuel House",3000,"PHO@MIN 12/16/2017 08:00PM ET",3.75,"PHO","MIN",0,0,10
"PG/SG","Aaron Brooks",3000,"PHO@MIN 12/16/2017 08:00PM ET",4.25,"MIN","PHO",0,0,0
"SG/SF","Marcus Georges-Hunt",3000,"PHO@MIN 12/16/2017 08:00PM ET",1.6,"MIN","PHO",0,7.1,4
"PF","Alec Peters",3000,"PHO@MIN 12/16/2017 08:00PM ET",3.75,"PHO","MIN",0,0,0
"C","Cole Aldrich",3000,"PHO@MIN 12/16/2017 08:00PM ET",1.625,"MIN","PHO",0,0,0
"SG/SF","Davon Reed",3000,"PHO@MIN 12/16/2017 08:00PM ET",0,"PHO","MIN",0,0,0
"PG/SG","Brandon Knight",3000,"PHO@MIN 12/16/2017 08:00PM ET",0,"PHO","MIN",0,0,0
"SG/SF","Anthony Brown",3000,"PHO@MIN 12/16/2017 08:00PM ET",0,"MIN","PHO",0,0,0
"C","Justin Patton",3000,"PHO@MIN 12/16/2017 08:00PM ET",0,"MIN","PHO",0,0,0
"C","Alan Williams",3000,"PHO@MIN 12/16/2017 08:00PM ET",0,"PHO","MIN",0,0,0
"PF","Nerlens Noel",3000,"DAL@SA 12/16/2017 08:30PM ET",12.132,"DAL","SA",0,0,0
"PF/C","Joffrey Lauvergne",3000,"DAL@SA 12/16/2017 08:30PM ET",9.321,"SA","DAL",0,0,10.5
"SG","Antonius Cleveland",3000,"DAL@SA 12/16/2017 08:30PM ET",4.944,"DAL","SA",0,5.6,0
"C","Jeff Withey",3000,"DAL@SA 12/16/2017 08:30PM ET",3.722,"DAL","SA",0,0,0
"SF","Dorian Finney-Smith",3000,"DAL@SA 12/16/2017 08:30PM ET",5.875,"DAL","SA",0,0,0
"PG","Derrick White",3000,"DAL@SA 12/16/2017 08:30PM ET",6.65,"SA","DAL",0,0,0
"PF","Matt Costello",3000,"DAL@SA 12/16/2017 08:30PM ET",12.25,"SA","DAL",0,0,0
"SG/SF","Darrun Hilliard",3000,"DAL@SA 12/16/2017 08:30PM ET",3.813,"SA","DAL",0,0,0
"PF/C","Johnathan Motley",3000,"DAL@SA 12/16/2017 08:30PM ET",7.25,"DAL","SA",0,0,0
"PF/C","Josh McRoberts",3000,"DAL@SA 12/16/2017 08:30PM ET",0,"DAL","SA",0,0,0
"C","Salah Mejri",3000,"DAL@SA 12/16/2017 08:30PM ET",11.826,"DAL","SA",0,0,7.75
