"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG","T.J. McConnell",4300,"PHI@MIN 12/12/2017 09:30PM ET",20.845,"PHI"
"PG","Tyler Ulis",4200,"PHO@SAC 12/12/2017 10:00PM ET",17.769,"PHO"
"PF/C","Marquese Chriss",4100,"PHO@SAC 12/12/2017 10:00PM ET",17.277,"PHO"
"PG/SG","George Hill",4000,"PHO@SAC 12/12/2017 10:00PM ET",18.5,"SAC"
"SG","Troy Daniels",3900,"PHO@SAC 12/12/2017 10:00PM ET",9.714,"PHO"
"PG/SG","Frank Mason III",3900,"PHO@SAC 12/12/2017 10:00PM ET",15.711,"SAC"
"SG/SF","Bogdan Bogdanovic",3800,"PHO@SAC 12/12/2017 10:00PM ET",18.326,"SAC"
"PF/C","Gorgui Dieng",3800,"PHI@MIN 12/12/2017 09:30PM ET",15.802,"MIN"
"PF/C","Richaun Holmes",3800,"PHI@MIN 12/12/2017 09:30PM ET",14.417,"PHI"
"PG/SG","Markelle Fultz",3800,"PHI@MIN 12/12/2017 09:30PM ET",12.438,"PHI"
"PF","Jared Dudley",3700,"PHO@SAC 12/12/2017 10:00PM ET",12.354,"PHO"
"PG/SG","Garrett Temple",3700,"PHO@SAC 12/12/2017 10:00PM ET",16.21,"SAC"
"SF/PF","Jakarr Sampson",3700,"PHO@SAC 12/12/2017 10:00PM ET",13.75,"SAC"
"SG","Jamal Crawford",3600,"PHI@MIN 12/12/2017 09:30PM ET",14.981,"MIN"
"PF/C","Amir Johnson",3600,"PHI@MIN 12/12/2017 09:30PM ET",15.896,"PHI"
"PG/SG","Jerryd Bayless",3500,"PHI@MIN 12/12/2017 09:30PM ET",16.55,"PHI"
"SF/PF","Nemanja Bjelica",3500,"PHI@MIN 12/12/2017 09:30PM ET",13.514,"MIN"
"SG/SF","Shabazz Muhammad",3500,"PHI@MIN 12/12/2017 09:30PM ET",7.25,"MIN"
"PG/SG","Tyus Jones",3500,"PHI@MIN 12/12/2017 09:30PM ET",12.565,"MIN"
"PF/C","Skal Labissiere",3400,"PHO@SAC 12/12/2017 10:00PM ET",15.469,"SAC"
"SF/PF","Dragan Bender",3400,"PHO@SAC 12/12/2017 10:00PM ET",12.268,"PHO"
"C","Kosta Koufos",3300,"PHO@SAC 12/12/2017 10:00PM ET",15.433,"SAC"
"SG/SF","Justin Jackson",3300,"PHO@SAC 12/12/2017 10:00PM ET",9.986,"SAC"
"C","Alan Williams",3200,"PHO@SAC 12/12/2017 10:00PM ET",0,"PHO"
"SG/SF","Timothe Luwawu-Cabarrot",3200,"PHI@MIN 12/12/2017 09:30PM ET",10.83,"PHI"
"SG/SF","Vince Carter",3000,"PHO@SAC 12/12/2017 10:00PM ET",7.426,"SAC"
"PF","Jack Cooley",3000,"PHO@SAC 12/12/2017 10:00PM ET",4.75,"SAC"
"PG/SG","Brandon Knight",3000,"PHO@SAC 12/12/2017 10:00PM ET",0,"PHO"
"SG/SF","Danuel House",3000,"PHO@SAC 12/12/2017 10:00PM ET",2.75,"PHO"
"SG/SF","Davon Reed",3000,"PHO@SAC 12/12/2017 10:00PM ET",0,"PHO"
"PF","Alec Peters",3000,"PHO@SAC 12/12/2017 10:00PM ET",3.75,"PHO"
"SG/SF","Malachi Richardson",3000,"PHO@SAC 12/12/2017 10:00PM ET",6.979,"SAC"
"C","Georgios Papagiannis",3000,"PHO@SAC 12/12/2017 10:00PM ET",6.5,"SAC"
"PF/C","Harry Giles",3000,"PHO@SAC 12/12/2017 10:00PM ET",0,"SAC"
"PG/SG","Aaron Brooks",3000,"PHI@MIN 12/12/2017 09:30PM ET",3.958,"MIN"
"C","Cole Aldrich",3000,"PHI@MIN 12/12/2017 09:30PM ET",1.15,"MIN"
"PG","Jacob Pullen",3000,"PHI@MIN 12/12/2017 09:30PM ET",0,"PHI"
"SG/SF","Anthony Brown",3000,"PHI@MIN 12/12/2017 09:30PM ET",0,"MIN"
"PF","James Michael McAdoo",3000,"PHI@MIN 12/12/2017 09:30PM ET",5,"PHI"
"SG/SF","Marcus Georges-Hunt",3000,"PHI@MIN 12/12/2017 09:30PM ET",0.917,"MIN"
"SG/SF","Justin Anderson",3000,"PHI@MIN 12/12/2017 09:30PM ET",9.875,"PHI"
"C","Justin Patton",3000,"PHI@MIN 12/12/2017 09:30PM ET",0,"MIN"
"SG/SF","Furkan Korkmaz",3000,"PHI@MIN 12/12/2017 09:30PM ET",3.583,"PHI"
