"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"PG/SG","Jerian Grant",4200,"UTA@CHI 12/13/2017 08:00PM ET",21.423,"CHI"
"PG","Cory Joseph",4200,"OKC@IND 12/13/2017 07:00PM ET",18.269,"IND"
"SG/SF","Josh Jackson",4200,"TOR@PHO 12/13/2017 09:00PM ET",17.42,"PHO"
"PG","Tyler Ulis",4200,"TOR@PHO 12/13/2017 09:00PM ET",17.769,"PHO"
"PG","Emmanuel Mudiay",4100,"DEN@BOS 12/13/2017 07:30PM ET",19.712,"DEN"
"PG/SG","David Nwaba",4100,"UTA@CHI 12/13/2017 08:00PM ET",20.25,"CHI"
"SG/SF","Lance Stephenson",4100,"OKC@IND 12/13/2017 07:00PM ET",19.389,"IND"
"SG/SF","Wesley Johnson",4100,"LAC@ORL 12/13/2017 07:00PM ET",17.72,"LAC"
"PF","Mike Scott",4100,"MEM@WAS 12/13/2017 07:00PM ET",14.198,"WAS"
"PF/C","Bam Adebayo",4100,"POR@MIA 12/13/2017 07:30PM ET",13.794,"MIA"
"PF/C","Marquese Chriss",4000,"TOR@PHO 12/13/2017 09:00PM ET",17.277,"PHO"
"SF/PF","Chandler Parsons",4000,"MEM@WAS 12/13/2017 07:00PM ET",17.869,"MEM"
"PF/C","Frank Kaminsky",4000,"CHA@HOU 12/13/2017 09:30PM ET",19.239,"CHA"
"PF/C","Ed Davis",4000,"POR@MIA 12/13/2017 07:30PM ET",15.635,"POR"
"SF/PF","Justise Winslow",4000,"POR@MIA 12/13/2017 07:30PM ET",18.596,"MIA"
"SG/SF","Evan Turner",4000,"POR@MIA 12/13/2017 07:30PM ET",17.356,"POR"
"C","Aron Baynes",3900,"DEN@BOS 12/13/2017 07:30PM ET",15.095,"BOS"
"SG/SF","Thabo Sefolosha",3900,"UTA@CHI 12/13/2017 08:00PM ET",18.019,"UTA"
"PG/SG","Milos Teodosic",3900,"LAC@ORL 12/13/2017 07:00PM ET",15.833,"LAC"
"SG/SF","Dillon Brooks",3900,"MEM@WAS 12/13/2017 07:00PM ET",15.972,"MEM"
"SG/SF","Andre Roberson",3800,"OKC@IND 12/13/2017 07:00PM ET",15.15,"OKC"
"SG/SF","Glenn Robinson III",3800,"OKC@IND 12/13/2017 07:00PM ET",0,"IND"
"PG","Fred VanVleet",3800,"TOR@PHO 12/13/2017 09:00PM ET",14.81,"TOR"
"SG","Troy Daniels",3800,"TOR@PHO 12/13/2017 09:00PM ET",9.714,"PHO"
"SG/SF","C.J. Miles",3800,"TOR@PHO 12/13/2017 09:00PM ET",16.807,"TOR"
"PG/SF","Mario Hezonja",3800,"LAC@ORL 12/13/2017 07:00PM ET",7.298,"ORL"
"PG","Mario Chalmers",3800,"MEM@WAS 12/13/2017 07:00PM ET",18.375,"MEM"
"PG/SG","Tomas Satoransky",3800,"MEM@WAS 12/13/2017 07:00PM ET",13.353,"WAS"
"C","Cody Zeller",3800,"CHA@HOU 12/13/2017 09:30PM ET",17.882,"CHA"
"PF/C","Noah Vonleh",3800,"POR@MIA 12/13/2017 07:30PM ET",16.539,"POR"
"PF","Pascal Siakam",3700,"TOR@PHO 12/13/2017 09:00PM ET",17.427,"TOR"
"PF/C","Jakob Poeltl",3700,"TOR@PHO 12/13/2017 09:00PM ET",15.49,"TOR"
"PF","Jared Dudley",3700,"TOR@PHO 12/13/2017 09:00PM ET",12.354,"PHO"
"PF/C","Montrezl Harrell",3700,"LAC@ORL 12/13/2017 07:00PM ET",12.316,"LAC"
"SG/SF","Arron Afflalo",3700,"LAC@ORL 12/13/2017 07:00PM ET",5.693,"ORL"
"PG","Shelvin Mack",3700,"LAC@ORL 12/13/2017 07:00PM ET",14.655,"ORL"
"PG/SG","Andrew Harrison",3700,"MEM@WAS 12/13/2017 07:00PM ET",13.262,"MEM"
"PF/C","Meyers Leonard",3700,"POR@MIA 12/13/2017 07:30PM ET",11.091,"POR"
"SG/SF","Tony Snell",3700,"MIL@NO 12/13/2017 08:00PM ET",16.141,"MIL"
"SF","Darius Miller",3700,"MIL@NO 12/13/2017 08:00PM ET",13.071,"NO"
"SF/PF","Dante Cunningham",3700,"MIL@NO 12/13/2017 08:00PM ET",13.713,"NO"
"PF/C","Daniel Theis",3600,"DEN@BOS 12/13/2017 07:30PM ET",11.991,"BOS"
"SF/PF","Jonas Jerebko",3600,"UTA@CHI 12/13/2017 08:00PM ET",13.398,"UTA"
"SF/PF","Jerami Grant",3600,"OKC@IND 12/13/2017 07:00PM ET",16.75,"OKC"
"SG/SF","Norman Powell",3600,"TOR@PHO 12/13/2017 09:00PM ET",16.202,"TOR"
"SG/SF","Terrence Ross",3600,"LAC@ORL 12/13/2017 07:00PM ET",18.795,"ORL"
"PG","Tim Frazier",3600,"MEM@WAS 12/13/2017 07:00PM ET",14.231,"WAS"
"PG/SG","Malik Monk",3600,"CHA@HOU 12/13/2017 09:30PM ET",11.902,"CHA"
"SF/PF","P.J. Tucker",3600,"CHA@HOU 12/13/2017 09:30PM ET",17.94,"HOU"
"PG","Michael Carter-Williams",3600,"CHA@HOU 12/13/2017 09:30PM ET",14.267,"CHA"
"SG/SF","Wayne Ellington",3600,"POR@MIA 12/13/2017 07:30PM ET",14.712,"MIA"
"SG/SF","Pat Connaughton",3600,"POR@MIA 12/13/2017 07:30PM ET",11.962,"POR"
"PF/C","Thon Maker",3600,"MIL@NO 12/13/2017 08:00PM ET",12.45,"MIL"
"SG","Malik Beasley",3500,"DEN@BOS 12/13/2017 07:30PM ET",7.398,"DEN"
"SG/SF","Semi Ojeleye",3500,"DEN@BOS 12/13/2017 07:30PM ET",6.214,"BOS"
"SG/SF","Joe Johnson",3500,"UTA@CHI 12/13/2017 08:00PM ET",11.656,"UTA"
"PG/SG","Delon Wright",3500,"TOR@PHO 12/13/2017 09:00PM ET",16.536,"TOR"
"SF/PF","OG Anunoby",3500,"TOR@PHO 12/13/2017 09:00PM ET",12.39,"TOR"
"SF/PF","Jonathan Isaac",3500,"LAC@ORL 12/13/2017 07:00PM ET",16.229,"ORL"
"SF/PF","Sam Dekker",3500,"LAC@ORL 12/13/2017 07:00PM ET",7.952,"LAC"
"SG/SF","Wes Iwundu",3500,"LAC@ORL 12/13/2017 07:00PM ET",4.625,"ORL"
"PG/SG","Shabazz Napier",3500,"POR@MIA 12/13/2017 07:30PM ET",13.44,"POR"
"PG","Raul Neto",3400,"UTA@CHI 12/13/2017 08:00PM ET",10.426,"UTA"
"PF/C","Patrick Patterson",3400,"OKC@IND 12/13/2017 07:00PM ET",7.317,"OKC"
"C","Lucas Nogueira",3400,"TOR@PHO 12/13/2017 09:00PM ET",11.265,"TOR"
"SF/PF","Dragan Bender",3400,"TOR@PHO 12/13/2017 09:00PM ET",12.268,"PHO"
"SG/SF","James Ennis III",3400,"MEM@WAS 12/13/2017 07:00PM ET",14.654,"MEM"
"SG/SF","Ben McLemore",3400,"MEM@WAS 12/13/2017 07:00PM ET",12.797,"MEM"
"SF/PF","Maurice Harkless",3400,"POR@MIA 12/13/2017 07:30PM ET",13.125,"POR"
"PF/C","Zach Collins",3400,"POR@MIA 12/13/2017 07:30PM ET",5.175,"POR"
"PG/SG","Jameer Nelson",3400,"MIL@NO 12/13/2017 08:00PM ET",17.094,"NO"
"SF/PF","Juancho Hernangomez",3300,"DEN@BOS 12/13/2017 07:30PM ET",9.481,"DEN"
"SG/SF","Paul Zipser",3300,"UTA@CHI 12/13/2017 08:00PM ET",10.772,"CHI"
"PF/C","Al Jefferson",3300,"OKC@IND 12/13/2017 07:00PM ET",16.725,"IND"
"SG/SF","Alex Abrines",3300,"OKC@IND 12/13/2017 07:00PM ET",9.188,"OKC"
"PF/C","Bismack Biyombo",3300,"LAC@ORL 12/13/2017 07:00PM ET",12.313,"ORL"
"SF/PF","Luc Richard Mbah a Moute",3300,"CHA@HOU 12/13/2017 09:30PM ET",16.435,"HOU"
"C","Nene Hilario",3300,"CHA@HOU 12/13/2017 09:30PM ET",14.194,"HOU"
"PF","Caleb Swanigan",3300,"POR@MIA 12/13/2017 07:30PM ET",7.607,"POR"
"PG/SF","DeAndre Liggins",3300,"MIL@NO 12/13/2017 08:00PM ET",7.716,"MIL"
"PG","Shane Larkin",3200,"DEN@BOS 12/13/2017 07:30PM ET",7.05,"BOS"
"C","Alan Williams",3200,"TOR@PHO 12/13/2017 09:00PM ET",0,"PHO"
"PF/C","Marreese Speights",3200,"LAC@ORL 12/13/2017 07:00PM ET",12.713,"ORL"
"PF/C","Jarell Martin",3200,"MEM@WAS 12/13/2017 07:00PM ET",11.05,"MEM"
"SG","Jodie Meeks",3200,"MEM@WAS 12/13/2017 07:00PM ET",10.606,"WAS"
"PF/C","Deyonta Davis",3200,"MEM@WAS 12/13/2017 07:00PM ET",10.679,"MEM"
"C","Ian Mahinmi",3200,"MEM@WAS 12/13/2017 07:00PM ET",10.798,"WAS"
"SG/SF","Dwayne Bacon",3200,"CHA@HOU 12/13/2017 09:30PM ET",9.93,"CHA"
"PG/SG","Matthew Dellavedova",3200,"MIL@NO 12/13/2017 08:00PM ET",12.962,"MIL"
"SF/PF","Mirza Teletovic",3200,"MIL@NO 12/13/2017 08:00PM ET",13.175,"MIL"
"PG/SG","Ian Clark",3200,"MIL@NO 12/13/2017 08:00PM ET",9.354,"NO"
"PG","Antonio Blakeney",3100,"UTA@CHI 12/13/2017 08:00PM ET",10.682,"CHI"
"PG/SG","Raymond Felton",3100,"OKC@IND 12/13/2017 07:00PM ET",13.529,"OKC"
"SG","Sindarius Thornwell",3100,"LAC@ORL 12/13/2017 07:00PM ET",8.54,"LAC"
"PF/C","Tarik Black",3100,"CHA@HOU 12/13/2017 09:30PM ET",8.569,"HOU"
"PG","Bobby Brown",3100,"CHA@HOU 12/13/2017 09:30PM ET",4.391,"HOU"
"SG/SF","Tony Allen",3100,"MIL@NO 12/13/2017 08:00PM ET",8.898,"NO"
"SG/SF","Torrey Craig",3000,"DEN@BOS 12/13/2017 07:30PM ET",1.25,"DEN"
"SF/PF","Richard Jefferson",3000,"DEN@BOS 12/13/2017 07:30PM ET",3.219,"DEN"
"PF","Tyler Lydon",3000,"DEN@BOS 12/13/2017 07:30PM ET",0,"DEN"
"PF","Darrell Arthur",3000,"DEN@BOS 12/13/2017 07:30PM ET",2.75,"DEN"
"PG","Monte Morris",3000,"DEN@BOS 12/13/2017 07:30PM ET",0,"DEN"
"PF","Abdel Nader",3000,"DEN@BOS 12/13/2017 07:30PM ET",4.212,"BOS"
"SG","Kadeem Allen",3000,"DEN@BOS 12/13/2017 07:30PM ET",3,"BOS"
"PF/C","Guerschon Yabusele",3000,"DEN@BOS 12/13/2017 07:30PM ET",4.861,"BOS"
"SG/SF","Gordon Hayward",3000,"DEN@BOS 12/13/2017 07:30PM ET",3.25,"BOS"
"SG","Jabari Bird",3000,"DEN@BOS 12/13/2017 07:30PM ET",3.667,"BOS"
"PG","Nate Wolters",3000,"UTA@CHI 12/13/2017 08:00PM ET",1,"UTA"
"PF/C","Ekpe Udoh",3000,"UTA@CHI 12/13/2017 08:00PM ET",10.82,"UTA"
"C","Tony Bradley",3000,"UTA@CHI 12/13/2017 08:00PM ET",1.938,"UTA"
"PG/SG","Dante Exum",3000,"UTA@CHI 12/13/2017 08:00PM ET",0,"UTA"
"SF","Royce O'Neale",3000,"UTA@CHI 12/13/2017 08:00PM ET",7.05,"UTA"
"SF/PF","Eric Griffin",3000,"UTA@CHI 12/13/2017 08:00PM ET",0,"UTA"
"PF/C","Cristiano Felicio",3000,"UTA@CHI 12/13/2017 08:00PM ET",9.107,"CHI"
"SG/SF","Quincy Pondexter",3000,"UTA@CHI 12/13/2017 08:00PM ET",5.781,"CHI"
"PG/SG","Cameron Payne",3000,"UTA@CHI 12/13/2017 08:00PM ET",0,"CHI"
"PG","Ryan Arcidiacono",3000,"UTA@CHI 12/13/2017 08:00PM ET",1.5,"CHI"
"PG","Kay Felder",3000,"UTA@CHI 12/13/2017 08:00PM ET",7.5,"CHI"
"C","Dakari Johnson",3000,"OKC@IND 12/13/2017 07:00PM ET",5.313,"OKC"
"SF/PF","Josh Huestis",3000,"OKC@IND 12/13/2017 07:00PM ET",6.4,"OKC"
"SF","Daniel Hamilton",3000,"OKC@IND 12/13/2017 07:00PM ET",0,"OKC"
"PG/SG","PJ Dozier",3000,"OKC@IND 12/13/2017 07:00PM ET",0,"OKC"
"SG/SF","Terrance Ferguson",3000,"OKC@IND 12/13/2017 07:00PM ET",2.25,"OKC"
"PF/C","Nick Collison",3000,"OKC@IND 12/13/2017 07:00PM ET",3.583,"OKC"
"SG/SF","Kyle Singler",3000,"OKC@IND 12/13/2017 07:00PM ET",4.25,"OKC"
"PG","Edmond Sumner",3000,"OKC@IND 12/13/2017 07:00PM ET",0,"IND"
"SF/PF","TJ Leaf",3000,"OKC@IND 12/13/2017 07:00PM ET",6.543,"IND"
"SF","Alex Poythress",3000,"OKC@IND 12/13/2017 07:00PM ET",1.917,"IND"
"PF/C","Ike Anigbogu",3000,"OKC@IND 12/13/2017 07:00PM ET",2,"IND"
"PG/SG","Joe Young",3000,"OKC@IND 12/13/2017 07:00PM ET",4.417,"IND"
"SG/SF","Damien Wilkins",3000,"OKC@IND 12/13/2017 07:00PM ET",2.893,"IND"
"PF","Alfonzo McKinnie",3000,"TOR@PHO 12/13/2017 09:00PM ET",2.594,"TOR"
"SF","Bruno Caboclo",3000,"TOR@PHO 12/13/2017 09:00PM ET",2.375,"TOR"
"PF","Malcolm Miller",3000,"TOR@PHO 12/13/2017 09:00PM ET",0,"TOR"
"PG","Lorenzo Brown",3000,"TOR@PHO 12/13/2017 09:00PM ET",4.375,"TOR"
"PF","Alec Peters",3000,"TOR@PHO 12/13/2017 09:00PM ET",3.75,"PHO"
"SG/SF","Danuel House",3000,"TOR@PHO 12/13/2017 09:00PM ET",2.75,"PHO"
"SG/SF","Davon Reed",3000,"TOR@PHO 12/13/2017 09:00PM ET",0,"PHO"
"PG/SG","Brandon Knight",3000,"TOR@PHO 12/13/2017 09:00PM ET",0,"PHO"
"SF/PF","Jamil Wilson",3000,"LAC@ORL 12/13/2017 07:00PM ET",7.5,"LAC"
"PF/C","Khem Birch",3000,"LAC@ORL 12/13/2017 07:00PM ET",2.667,"ORL"
"PF","Adreian Payne",3000,"LAC@ORL 12/13/2017 07:00PM ET",0,"ORL"
"SG/SF","Jamel Artis",3000,"LAC@ORL 12/13/2017 07:00PM ET",0,"ORL"
"PG/SG","Patrick Beverley",3000,"LAC@ORL 12/13/2017 07:00PM ET",25.977,"LAC"
"PG","Jawun Evans",3000,"LAC@ORL 12/13/2017 07:00PM ET",9.306,"LAC"
"PF/C","Brice Johnson",3000,"LAC@ORL 12/13/2017 07:00PM ET",5.542,"LAC"
"SG","C.J. Williams",3000,"LAC@ORL 12/13/2017 07:00PM ET",6.438,"LAC"
"C","Willie Reed",3000,"LAC@ORL 12/13/2017 07:00PM ET",10.345,"LAC"
"PF/C","Brandan Wright",3000,"MEM@WAS 12/13/2017 07:00PM ET",13.234,"MEM"
"PF/C","Jason Smith",3000,"MEM@WAS 12/13/2017 07:00PM ET",5.778,"WAS"
"PG/SG","Wayne Selden Jr.",3000,"MEM@WAS 12/13/2017 07:00PM ET",8.25,"MEM"
"SG","Kobi Simmons",3000,"MEM@WAS 12/13/2017 07:00PM ET",2,"MEM"
"PF","Vince Hunter",3000,"MEM@WAS 12/13/2017 07:00PM ET",3,"MEM"
"PF/C","Ivan Rabb",3000,"MEM@WAS 12/13/2017 07:00PM ET",0.75,"MEM"
"SG","Devin Robinson",3000,"MEM@WAS 12/13/2017 07:00PM ET",0,"WAS"
"PF/C","Chris McCullough",3000,"MEM@WAS 12/13/2017 07:00PM ET",7.167,"WAS"
"PF","Mike Young",3000,"MEM@WAS 12/13/2017 07:00PM ET",0,"WAS"
"SG","Sheldon Mac",3000,"MEM@WAS 12/13/2017 07:00PM ET",0,"WAS"
"PG","Marcus Paige",3000,"CHA@HOU 12/13/2017 09:30PM ET",2.5,"CHA"
"PF/C","Mangok Mathiang",3000,"CHA@HOU 12/13/2017 09:30PM ET",2.5,"CHA"
"PG/SG","Julyan Stone",3000,"CHA@HOU 12/13/2017 09:30PM ET",9.625,"CHA"
"SG/SF","Treveon Graham",3000,"CHA@HOU 12/13/2017 09:30PM ET",11.484,"CHA"
"PF/C","Johnny O'Bryant III",3000,"CHA@HOU 12/13/2017 09:30PM ET",9.104,"CHA"
"PF/C","Zhou Qi",3000,"CHA@HOU 12/13/2017 09:30PM ET",4.114,"HOU"
"SG","Troy Williams",3000,"CHA@HOU 12/13/2017 09:30PM ET",3.25,"HOU"
"PG","Demetrius Jackson",3000,"CHA@HOU 12/13/2017 09:30PM ET",2.854,"HOU"
"PF/C","Chinanu Onuaku",3000,"CHA@HOU 12/13/2017 09:30PM ET",0,"HOU"
"PG","Briante Weber",3000,"CHA@HOU 12/13/2017 09:30PM ET",1.688,"HOU"
"PG/SG","Wade Baldwin IV",3000,"POR@MIA 12/13/2017 07:30PM ET",0,"POR"
"SG/SF","CJ Wilcox",3000,"POR@MIA 12/13/2017 07:30PM ET",0,"POR"
"SF/PF","Jake Layman",3000,"POR@MIA 12/13/2017 07:30PM ET",4,"POR"
"SG/SF","Rodney McGruder",3000,"POR@MIA 12/13/2017 07:30PM ET",0,"MIA"
"SG","Matt Williams",3000,"POR@MIA 12/13/2017 07:30PM ET",0,"MIA"
"SF/PF","Okaro White",3000,"POR@MIA 12/13/2017 07:30PM ET",8.45,"MIA"
"PG/SG","Derrick Walton Jr.",3000,"POR@MIA 12/13/2017 07:30PM ET",1.417,"MIA"
"PF/C","Jordan Mickey",3000,"POR@MIA 12/13/2017 07:30PM ET",7.375,"MIA"
"C","A.J. Hammons",3000,"POR@MIA 12/13/2017 07:30PM ET",0,"MIA"
"PF/C","Udonis Haslem",3000,"POR@MIA 12/13/2017 07:30PM ET",2.083,"MIA"
"PF","Joel Bolomboy",3000,"MIL@NO 12/13/2017 08:00PM ET",3,"MIL"
"PF/C","D.J. Wilson",3000,"MIL@NO 12/13/2017 08:00PM ET",1.694,"MIL"
"PG/SG","Jason Terry",3000,"MIL@NO 12/13/2017 08:00PM ET",5.972,"MIL"
"SG","Sterling Brown",3000,"MIL@NO 12/13/2017 08:00PM ET",4.45,"MIL"
"PG/SF","Rashad Vaughn",3000,"MIL@NO 12/13/2017 08:00PM ET",6.542,"MIL"
"SG","Gary Payton II",3000,"MIL@NO 12/13/2017 08:00PM ET",4.389,"MIL"
"PG","Frank Jackson",3000,"MIL@NO 12/13/2017 08:00PM ET",0,"NO"
"SG","Charles Cooke",3000,"MIL@NO 12/13/2017 08:00PM ET",2.75,"NO"
"SF/PF","Solomon Hill",3000,"MIL@NO 12/13/2017 08:00PM ET",0,"NO"
"SF","Jalen Jones",3000,"MIL@NO 12/13/2017 08:00PM ET",2.313,"NO"
"C","Omer Asik",3000,"MIL@NO 12/13/2017 08:00PM ET",5.607,"NO"
"PF","Cheick Diallo",3000,"MIL@NO 12/13/2017 08:00PM ET",5.55,"NO"
"C","Alexis Ajinca",3000,"MIL@NO 12/13/2017 08:00PM ET",0,"NO"
